,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
773,Iturama,MG,476.7070840197693,494.4780564263322,484.5305642633225,516.1649093904452,586.8025078369906
774,Ituverava,SP,501.1088840736724,522.4964984552009,505.7610710607616,550.9188515709637,664.4490216271885
775,Itápolis,SP,506.87219251336904,531.5894871794875,518.8276923076925,559.5299465240641,634.6666666666666
776,Ivaiporã,PR,479.1472972972977,512.7135520684735,495.6778887303853,518.9096096096096,591.8402282453637
777,Ivaí,PR,483.3855932203389,507.5432000000001,493.9887999999997,514.0305084745763,547.68
778,Ivinhema,MS,473.2358090185675,492.53193069306957,480.0559405940596,501.5639257294428,583.960396039604
779,Ivoti,RS,511.9604651162791,543.7462093862815,522.0552346570399,571.740697674419,621.5884476534296
780,Içara,SC,504.92644067796596,528.5524999999998,505.40875000000005,550.2661016949152,602.8125
781,Iúna,ES,494.301639344263,516.375714285714,494.9351190476185,539.0727616645646,608.8333333333334
782,Jaboatão dos Guararapes,PE,480.11090801886803,508.2186026817197,496.89003528581463,522.8806161556624,595.1418489767113
783,Jaboticabal,SP,509.8150339476235,530.2678504672898,519.6161682242988,557.4118331716782,643.2336448598131
784,Jacaraú,PB,460.08260869565265,483.17868131868096,467.5358241758243,493.1707093821512,584.0439560439561
785,Jacarezinho,PR,489.0135238095241,516.0141284403671,505.0649541284407,531.3499047619051,589.1743119266055
786,Jacareí,SP,514.3078160919546,545.0258092738418,530.4616797900268,571.1444597701159,625.9667541557305
787,Jaciara,MT,465.77673267326736,495.917912772586,475.74252336448626,500.8133663366336,552.5856697819314
788,Jacinto,MG,457.50921052631566,477.5767295597487,470.5477987421386,502.45789473684226,577.6100628930818
789,Jacobina,BA,478.88133595284836,508.30918684047197,491.38795779019244,510.4430255402742,610.2793296089385
790,Jacundá,PA,448.13354037267027,470.5280235988199,452.2294985250739,475.8686335403736,574.9262536873156
791,Jaguaquara,BA,469.0575933609959,490.278509803922,477.6340392156872,492.3570124481328,592.0313725490196
792,Jaguarari,BA,463.19548693586694,477.7628175519631,467.9392609699769,480.02517814726883,566.6050808314088
793,Jaguaretama,CE,452.38263157894727,468.3009302325583,457.77116279069776,490.03263157894713,464.5581395348837
794,Jaguariaíva,PR,496.63092783505175,528.0349282296651,502.4377990430622,532.358247422681,557.5119617224881
795,Jaguaribe,CE,458.57426160337525,479.8841823056307,471.0647453083109,499.37594936708877,547.8016085790885
796,Jaguariúna,SP,512.7419734904272,539.6053072625705,526.6307262569835,566.358173784978,622.3463687150838
797,Jaguaruana,CE,468.81329639889236,488.58158940397374,478.534966887417,503.84210526315763,568.1059602649007
798,Jaguarão,RS,488.2571428571427,525.4832653061222,515.2485714285712,529.9419642857141,550.2857142857143
799,Jaguaré,ES,492.87339055793984,508.9674603174604,492.3194444444443,524.8218884120168,595.7142857142857
800,Jales,SP,506.95421686746994,525.3011396011393,520.1045584045577,568.532680722892,640.3988603988604
801,Janaúba,MG,489.9565424266447,514.70014781966,498.09334811529834,534.0726407613009,633.9246119733924
802,Jandaia do Sul,PR,491.13340380549647,512.3866666666672,497.0494949494949,528.0156448202955,593.5757575757576
803,Jandira,SP,483.34763681592045,524.6073085846876,511.52180974477943,526.3638059701483,593.6426914153133
804,Januária,MG,472.780275624462,488.29166666666697,474.9160130718951,502.82807924203183,559.624183006536
805,Japaratuba,SE,457.5579617834396,474.1813609467456,464.59526627218963,483.70605095541384,609.6449704142012
806,Japeri,RJ,461.08214285714325,489.20487394957985,477.20806722689036,491.53214285714296,548.6386554621848
807,Japurá,AM,420.2604651162791,424.638613861386,398.37821782178224,444.58837209302334,229.1089108910891
808,Jaraguá,GO,470.6161372299876,488.5588167053361,479.91763341067326,508.56505717916116,579.6287703016242
809,Jaraguá do Sul,SC,523.8101275318828,547.4547235829249,524.9218334499648,577.4047261815454,645.9342197340798
810,Jardim,CE,463.20962962962955,487.08315539739044,470.80320284697507,500.4590123456788,570.9608540925267
811,Jardim,MS,475.6563636363637,505.1920454545456,485.6017045454542,517.3454545454546,561.875
812,Jardim de Piranhas,RN,472.1705069124424,496.56652173913034,477.7739130434784,517.5788018433183,632.2608695652174
813,Jardinópolis,SP,511.71423487544496,541.5719723183391,518.7979238754324,559.8676156583628,635.6401384083046
814,Jaru,RO,472.8495726495726,492.9170953101359,475.03252647503837,497.57641025641027,561.9969742813919
815,Jataí,GO,480.6587701196865,508.75329411764613,491.0102745098038,521.0325216673546,595.7882352941176
816,Jateí,MS,476.88769230769236,490.37037037037027,472.00370370370354,502.9223076923078,583.8518518518518
817,Jaíba,MG,471.13392330383533,490.7674033149173,470.3439226519334,508.82389380530964,572.0994475138122
818,Jaú,SP,519.0455450472879,544.6862838158512,530.1859515899363,581.0888501742164,673.687707641196
819,Jequitinhonha,MG,469.8960159362548,499.92393822393814,492.76216216216216,514.1605577689241,584.4787644787644
820,Jequié,BA,480.505297157622,506.102004935224,492.24999999999886,516.2301679586576,632.4182603331277
821,Jeremoabo,BA,452.37499999999955,474.09409984871417,460.970650529501,480.8088607594935,573.1013615733737
822,Ji-Paraná,RO,475.35168316831596,493.91648216482224,477.87662976629775,506.98099009901,561.9680196801968
823,Jijoca de Jericoacoara,CE,464.1517915309448,483.8086687306505,480.7411764705883,520.3706840390878,555.8513931888544
824,Jiquiriçá,BA,460.66119402985066,483.47867298578205,467.0037914691945,487.1592039800995,570.4265402843602
825,Joaçaba,SC,501.7657507360153,534.6117483811288,510.83441258094314,548.5232580961722,621.5356151711378
826,Joinville,SC,516.1399453666752,544.3200941915214,526.7518642072234,575.4959025005229,639.5368916797488
827,Jordão,AC,442.75714285714287,468.44347826086954,426.5,472.5190476190476,526.0869565217391
828,José Bonifácio,SP,503.27686915887836,516.4997821350757,508.6328976034855,553.8668224299067,662.875816993464
829,José de Freitas,PI,452.3136276391557,478.1342007434947,463.0050185873602,475.64721689059496,593.0111524163568
830,João Câmara,RN,466.6697431018078,486.45226039783006,466.65406871609434,493.80199809704953,565.2983725135624
831,João Dourado,BA,466.4184696569923,480.34583333333313,464.2558823529413,499.32269129287533,598.3823529411765
832,João Lisboa,MA,457.2024806201558,476.00261248185785,459.2433962264149,475.52201550387633,581.7126269956459
833,João Monlevade,MG,519.3500770416018,546.2522214129647,520.7315367807727,574.2999229583965,666.0160233066279
834,João Neiva,ES,519.788157894737,541.640416666667,522.1820833333336,574.6728070175437,666.25
835,João Pessoa,PB,499.3822270603268,528.6542871638752,507.4301522070023,546.1762053950723,641.5748351090817
836,João Pinheiro,MG,502.13057644110256,525.8529002320186,512.8698375870067,549.6636591478697,638.8863109048724
837,Juara,MT,474.0829931972794,496.3389067524117,476.31961414791004,501.5833333333329,554.0836012861737
838,Juatuba,MG,507.3246428571425,533.403947368421,510.8983552631577,552.543571428572,604.0131578947369
839,Juazeirinho,PB,458.1363636363639,486.2016548463356,471.844208037825,483.1722222222226,580.661938534279
840,Juazeiro,BA,478.3054970094002,502.9139435870154,487.0945981905263,513.5532611791516,593.3954230973923
841,Juazeiro do Norte,CE,492.13031510322264,519.346202640151,500.04224241385214,538.0231981166228,635.114006514658
842,Jucurutu,RN,461.7613698630135,483.6738903394256,465.1704960835506,498.6008219178085,575.8224543080939
843,Jucás,CE,459.8184121621621,475.32330246913574,466.9077160493827,504.3545608108108,536.574074074074
844,Juiz de Fora,MG,519.058799064206,555.3377763975171,532.8285590062111,575.6071874187679,655.1453416149068
